name,description,make,model,year,price,engine,cylinders,fuel,mileage,transmission,trim,body,doors,exterior_color,interior_color,drivetrain
2024 Jeep Grand Cherokee 4xe Trailhawk,"
      
        Midnight Sky 2024 Jeep Grand Cherokee Trailhawk 4xe 4WD 8-Speed Automatic Intercooled Turbo Gas/Electric I-4 2.0 L/122 BEFORE YOU BUY, GIVE SOUTHERN A TRY! Southern Auto Group has been providing outstanding service to the Hampton Roads area for over 40 years. In 1993, we became the first dealer group to provide the public with the area's first Lifetime Benefits Buyers Program for both new and preowned purchases for NO ADDITIONAL CHARGE! The program includes value-added benefits that save their customers thousands of dollars during their vehicle ownership experience. Such benefits as LIFETIME Oil and Filter Changes, LIFETIME Virginia State Inspections, LIFETIME Loaner Car Program, LIFETIME Service Guarantee, LIFETIME Parts Guarantee, LIFETIME Engine Guarantee for brand new vehicles, 24 hour test drives, 3 day vehicle exchange and more!! With our competitive pricing, family atmosphere and a fantastic reconditioning process on all of our preowned vehicles, you will be glad to have given us the opportunity of earning your business. All prices plus tax, tag, and fees. Must finance through manufacturer's or dealer's preferred lender for certain rebates. Important recall information: so you know, any used vehicle you may be considering may have unrepaired manufacturerâs safety recalls. To check the recall status (repaired or unrepaired) of the specific used vehicle youâre interested in purchasing visit www.safercar.gov. So remember, Before you buy, give Southern a try. All customers may not qualify for all rebates listed, see dealer for details, Price includes: $3000 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 06/03/2024 $3750 - Federal EV Tax Credit. Exp. 12/31/2024
      
    You may be eligible for ADDITIONAL REBATES on top of the listed price. Call us today to SAVE MORE!   Plus..Get a LIFETIME of benefits with our Southern Hospitality Buyers Program. Benefits like LIFETIME Oil & Filter Changes, VA State Inspections, Loaner Car Program and much more! Save up to $5000 in Service over the cost of ownership with these value-added benefits!",Jeep,Grand Cherokee 4xe,2024,60884.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,2.0,8-Speed Automatic,Trailhawk,SUV,4.0,Midnight Sky,Global Black,Four-wheel Drive
2024 Chevrolet Equinox LS,"
      
        Mosaic Black Metallic 2024 Chevrolet Equinox LS FWD 6-Speed Automatic Electronic with Overdrive 1.5L DOHC 17'' Aluminum Wheels, 2 Rear USB Charging-Only Ports, 2 USB Ports & Auxiliary Input Jack, 3.50 Final Drive Axle Ratio, 4-Wheel Disc Brakes, 6 Speakers, 6-Speaker Audio System Feature, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights, Bluetooth® For Phone, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver 4-Way Manual Seat Adjuster, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: OnStar and Chevrolet connected services capable, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front Passenger 4-Way Manual Seat Adjuster, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Preferred Equipment Group 1LS, Premium audio system: Chevrolet Infotainment 3, Premium Cloth Seat Trim, Radio data system, Radio: Chevrolet Infotainment 3 System w/AM/FM, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Remote Start, Security system, SiriusXM, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers.26/31 City/Highway MPG Price includes: $1000 - GM Bonus Cash. Exp. 06/03/2024 $500 - Chevrolet Consumer Cash Program. Exp. 06/03/2024
      
    ",Chevrolet,Equinox,2024,25515.0,"4 gasoline direct injection, DOHC, variable valve control",4.0,Gasoline,5.0,6-Speed Automatic Electronic with Overdrive,LS,SUV,4.0,Mosaic Black Metallic,Medium Ash Gray,Front-wheel Drive
2024 Mercedes-Benz Sprinter 2500 Standard Roof,"2024 Mercedes-Benz Sprinter 2500 Cargo 144 WB All prices plus sales tax, tag and titling, and dealer service fee of $999.00, which represents cost and profits to the selling dealer for items such as cleaning, inspecting, adjusting new vehicles and preparing documents related to the sale.We not only feature an expansive selection of new, used, and certified pre-owned vehicles, but we also feature benefits that complement our wide selection of vehicles. Our Crown Confidence Plan brings peace of mind to your next vehicle purchase by featuring vehicles that have passed a 101 multi-point inspection, and each feature an exclusive 100,000-mile warranty.",Mercedes-Benz,Sprinter 2500,2024,59037.0,16V DDI DOHC Turbo Diesel,4.0,Diesel,10.0,9-Speed Automatic,Standard Roof,Cargo Van,3.0,Arctic White,Black,Rear-wheel Drive
2024 Hyundai Palisade SEL,For more information call or text Shaun at 563-940-3274.Smart Hyundai of Davenport will help you take the next steps towards driving home the Hyundai of your dreams. Our finance experts are trained to sort through various auto loan and lease details in order to help you find the right one for your needs: making sure you find a car loan or a Hyundai lease in the Davenport area that you love just as much as your new car.,Hyundai,Palisade,2024,46905.0,24V GDI DOHC,6.0,Gasoline,25.0,8-Speed Automatic,SEL,SUV,4.0,Steel / Graphite,Gray / Black,All-wheel Drive
2024 Dodge Hornet R/T EAWD,"
      
        CALL 239-424-7514 to set up a VIP APPOINTMENT!, 1.3L I4.2024 Dodge Hornet R/T 8 Ball AWD 6-Speed Automatic 1.3L I4Cape Coral Chrysler Dodge Jeep Ram wants to be your dealer. With the friendliest staff is Southwest Florida, the newest state of the art facility, 52 bays of service, 5 service lanes, automated car wash, free refreshments, and over 40 banks to get you the best deals possible on your new vehicle. Call Cape Coral Chrysler Dodge Jeep Ram for all your automotive needs or with any questions about our listings.
      
    Cape Coral CDJR provides you a world class client experience.  With the friendliest staff in Southwest Florida, and over 4,000 vehicles in stock and available, you'll always find what you need to fit into your budget.  Find us on Pine Island Road.",Dodge,Hornet,2024,42855.0,"4 gasoline direct injection, DOHC, Multiair variable valv",4.0,Gasoline,5.0,6-Speed Automatic,R/T EAWD,SUV,4.0,8 Ball,Black,All-wheel Drive
2024 Hyundai Tucson Hybrid Blue,"$1,711 off MSRP! Blue I4. 38/38 City/Highway MPG Price includes: $1000 - Retail Bonus Cash. Exp. 06/03/2024",Hyundai,Tucson Hybrid,2024,33089.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,25.0,6-Speed Automatic,Blue,SUV,4.0,Amazon Gray,Gray,All-wheel Drive
2024 Hyundai Santa Fe SE 2.4,"
      
        Serenity White 2024 Hyundai Santa Fe SE AWD Shiftronic 2.5L I4 AWD, Gray Cloth.20/28 City/Highway MPGMastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Central New York completely satisfied with your experience at Mastrovito Hyundai. Whether we can amaze you with incredible new and pre-owned vehicle selection, our dedication to incredible customer service or our transparent and accommodating auto loan and lease options, we look forward to serving you at Mastrovito Hyundai.
      
    Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Manlius completely satisfied with your experience at Mastrovito Hyundai.",Hyundai,Santa Fe,2024,38100.0,Turbo DOHC,4.0,Gasoline,1.0,Automatic,SE 2.4,SUV,,White,Gray,All-wheel Drive
2024 Ford Explorer XLT,All Fords are created equal at Bolton Ford our people make the difference!,Ford,Explorer,2024,40940.0,16V GDI DOHC Turbo,4.0,Gasoline,7.0,10-Speed Automatic,XLT,SUV,4.0,Star White,Ebony,Rear-wheel Drive
2024 Nissan Rogue SV,"2024 Nissan Rogue SVAWD.MatthewsBuysCars.com - We’ll buy your car Fast and Fair, even if you don’t buy ours!",Nissan,Rogue,2024,35975.0,"o 1.5L I-3 gasoline direct injection, DOHC, CVTCS variabl",3.0,Gasoline,4.0,Automatic,SV,SUV,4.0,Gun Metallic,Charcoal,All-wheel Drive
2024 Acura MDX Advance,"Gray 2024 Acura MDX Advance 10-Speed Automatic 3.5L V6 SOHC i-VTEC 24V MDX Advance SH-AWD, 4D Sport Utility, 3.5L V6 SOHC i-VTEC 24V, 10-Speed Automatic, AWD, Gray, Leather.Acura of Memphis is not just your Memphis Acura dealership. We also provide a full line of services dedicated to our customers. These services include Acura car repairs performed by expert mechanics, to OEM Acura auto parts, to car loans, Acura of Memphis is the smart choice for your automotive needs. Customer Service is #1 here at Acura of Memphis.",Acura,MDX,2024,65595.0,24V GDI SOHC,6.0,Gasoline,16.0,10-Speed Automatic,Advance,SUV,4.0,Gray,,All-wheel Drive
2024 Jeep Grand Cherokee L Limited,"
      
        Vehicle Details: Velvet Red Pearlcoat 2024 Jeep Grand Cherokee L Limited 4WD 8-Speed Automatic 3.6L V6 24V VVT Equipment: NAVIGATION, REMOTE START, LEATHERETTE, HEATED SEATS, BACKUP CAMERA, BLUETOOTH HANDS-FREE CALLING, APPLE CARPLAY & ANDROID AUTO, 4X4, 2ND ROW BUCKET SEATS, 3RD ROW SEATING, ADAPTIVE CRUISE, BLIND SPOT SENSORS, LANE-KEEPING ASSIST Packages: QUICK ORDER PACKAGE 23E: 18-Inch x 8.0-Inch Fully-Painted Aluminum Wheels; 4G LTE Wi-Fi Hot Spot with Trial Included; 8-Way Power Adjustable Driver and Front Passenger Seats with Driver Memory; Active Lane-Management System; Adaptive Cruise Control with Stop and Go; Advanced Brake-Assist; Automatic High-Beam Headlamp Control; Blind-Spot and Cross-Path Detection; Full-Speed Forward-Collision Warning Plus; GPS Navigation; Heated Capri Leatherette Front Seats; Heated Second-Row Seats; Heated Steering Wheel; Manual-Folding 3rd Row 50/50 Seat; Memory Heated Mirrors with Turn Signals; Remote Start System; Second-Row Buckets with Manual Easy-Entry Slide; Selectable Tire Fill Alert; Uconnect 5 NAV with 10.1-Inch Touch Screen Display; Universal Garage Door Opener Additional Information: Price includes dealer discounts. It does not include tax, title, license, or documentation fee ($150).
      
    ",Jeep,Grand Cherokee L,2024,52567.0,OHV,6.0,Gasoline,246.0,8-Speed Automatic,Limited,SUV,4.0,Velvet Red Pearlcoat,Global Black,Four-wheel Drive
2024 Hyundai Kona N Line,"
      
        Boasts 29 Highway MPG and 24 City MPG! This Hyundai Kona boasts a Intercooled Turbo Regular Unleaded I-4 1.6 L/98 engine powering this Automatic transmission. OPTION GROUP 01 -inc: standard equipment, CARPETED FLOOR MATS, BLACK, N-LINE ALCANTARA SPORT COMBINATION SEAT TRIM. This Hyundai Kona Features the Following Options ABYSS BLACK PEARL, Wheels: 19 x 7.5J Metallic Alloy, Voice Activated Dual Zone Front Automatic Air Conditioning, Variable Intermittent Wipers, Valet Function, Trip Computer, Transmission: 8-Speed Automatic -inc: paddle shifters and drive mode select (normal, sport, snow), Tires: 235/45R19 All-Season, Tire Pressure Monitoring System Tire Specific Low Tire Pressure Warning, Tailgate/Rear Door Lock Included w/Power Door Locks. Stop By Today Test drive this must-see, must-drive, must-own beauty today at Philpott Hyundai, 2289 Hwy 69 N, Nederland, TX 77627.
      
    ",Hyundai,Kona,2024,33491.0,16V GDI DOHC Turbo,4.0,Gasoline,12.0,8-Speed Automatic,N Line,SUV,4.0,Abyss Black Pearl,Black,All-wheel Drive
2024 Mazda CX-90 PHEV Premium,"
      
        At Walser, youll get an exceptional car-buying experience. Our streamlined process means youll work with one dedicated customer specialist to help you find the perfect vehicle. Upfront Pricing on every vehicle ensures youll get a great deal without any surprises or gimmicks. Buy with confidence because youre backed by our Worry-Free Return & Exchange Policy.The benefits dont stop there. We want you to be happy long after youve left our lot, so we include a complimentary WalserCare warranty with most new vehicles.Not only will you get a fast, easy, personalized experience, we also have ways to help you save. Our experienced finance team shops and compares rates from multiple lenders to get you the best deal. Whether youre leasing or financing, our special finance tools can find a great rate and payment to fit your budget.The best car-buying experience starts right here at Walser.
      
    If you are unfamiliar with the Walser Way, please visit our website to learn more: https://www.walser-mazda.com/why-walser/",Mazda,CX-90 PHEV,2024,54449.0,DOHC 16V LEV3-SULEV30,4.0,PHEV Hybrid Fuel,10.0,Automatic,Premium,SUV,4.0,Sonic,Greige,All-wheel Drive
2024 Dodge Hornet R/T,"
      
        Summary: Our experienced Korf CDJR Fort Morgan team is excited to assist you in your next vehicle purchase. Welcome to the best source for online deals. We are honored at the opportunity to earn your business. Korf CDJR Fort Morgan's mission is to ensure all our customers have a positive auto buying experience and are completely satisfied with their new vehicle. Vehicle Details: Introducing the 2024 Dodge Hornet R/T, a pinnacle of performance and style. This brand-new vehicle, with only 5 miles on the odometer, is ready to conquer any road with its exceptional features and cutting-edge technology. Equipped with an impressive AWD system, this beast ensures optimum traction and stability, providing an unrivaled driving experience. Under the hood, the 2024 Dodge Hornet R/T boasts a powerful L4, 1.3L engine, delivering a perfect blend of efficiency and exhilaration. Whether you're cruising through city streets or embarking on an adventure, this vehicle offers a responsive and dynamic ride, making every journey a thrilling one. Step inside the cabin, and you'll find a wealth of advanced amenities designed to enhance your driving pleasure. The inclusion of XM Radio allows you to enjoy an extensive range of entertainment options, while the Android Auto feature ensures seamless integration with your smartphone for hands-free connectivity and access to your favorite apps. Safety is paramount, and the 2024 Dodge Hornet R/T comes equipped with an array of innovative safety features. The Adaptive Cruise Control system automatically adjusts your speed to maintain a safe distance from the vehicle ahead, while the Forward Collision Warning alerts you of potential hazards on the road. With Hands-Free Bluetooth, you can effortlessly make and receive calls, keeping your focus on the road ahead. Experience the thrill of driving the 2024 Dodge Hornet R/T at our dealership. With its exceptional performance, cutting-edge technology, and top-notch safety features, this vehicle is an absolute game-changer. Don't miss out on the opportunity to own this remarkable car that combines power, style, and innovation. Equipment: This small suv's Forward Collision Warning feature alerts drivers to potential front-end collisions. with XM/Sirus Satellite Radio you are no longer restricted by poor quality local radio stations while driving this model. Anywhere on the planet, you will have hundreds of digital stations to choose from. See what's behind you with the back up camera on this 2024 Dodge Hornet . This 2024 Dodge Hornet offers Android Auto for seamless smartphone integration. This 2024 Dodge Hornet offers Apple CarPlay for seamless connectivity.
      
    ",Dodge,Hornet,2024,40085.0,16V GDI DOHC Turbo Hybrid,4.0,Hybrid,16.0,6-Speed Automatic,R/T,SUV,4.0,Blue,Black,All-wheel Drive
